S No.	Tweet_Id
188	1134911253636235264
189	1134914612539904002
190	1134914767515205632
191	1134915760436981760
192	1134918815920328706
193	1134919399083839488
194	1134920678388506624
195	1134924087774588928
196	1134924466750803968
197	1134924728081223681
198	1134925383760039936
199	1134925778645323776
200	1134925797091708929
201	1134927414369431552
202	1134928599964901379
203	1134928910578094080
204	1134929477933457409
205	1134930069447761921
206	1134931166149206017
207	1134933720140587010
208	1134934800924663809
209	1134934931560288256
210	1134935311128125440
211	1134935530897063936
212	1134935823042863104
213	1134935882153246720
214	1134938958411046912
215	1134939896441950208
216	1134940222054129666
217	1134940775819689984
218	1134941295816916992
219	1134949463431286784
220	1134950394721816576
221	1134953142389420032
222	1134957328434966528
223	1134960995582062593
224	1134964869575467008
225	1134971310445080577
226	1134972671756767232
227	1134975497824194560
228	1134976720010919936
229	1134977416693264386
230	1134977918113738753
231	1134980390169563137
232	1134983579518328837
233	1134984025024737282
234	1134985881327230977
235	1134987642406342661
236	1134990549839241217
237	1134995308000268289
238	1134996295939215360
239	1134996600508436481
240	1134997067653427200
241	1134997514849931264
242	1134997857528950789
243	1134998838840844290
244	1134998929328750594
245	1135000242988826624
246	1135000637324832768
247	1135003102376075265
248	1135003177571553280
249	1135003724936409088
250	1135004232720035840
251	1135005309209124865
252	1135006889022971904
253	1135006956706570240
254	1135008836216086528
255	1135009665971085314
256	1135010503745572866
257	1135011410566623232
258	1135012264795410432
259	1135012552847630337
260	1135013391658049538
261	1135016772459933696
262	1135016817552953344
263	1135017189549862913
264	1135017557935775745
265	1135018244220379136
266	1135020853178114048
267	1135021446898606082
268	1135023203477348352
269	1135024439370739714
270	1135026188618010624
271	1135031249486176256
272	1135033788260597761
273	1135036110596427782
274	1135037428991975425
275	1135039235851866112
276	1135039988200902656
277	1135040794321182721
278	1135042803535351809
279	1135042962814111745
280	1135043608778858496
281	1135043699887312896
282	1135045088902389760
283	1135051850372321280
284	1135052793704620032
285	1135054526912782337
286	1135054670618013696
287	1135055259439493120
288	1135061072975618048
289	1135063577268613121
290	1135065652253904897
291	1135066930946011139
292	1135067052266348544
293	1135067135745544192
294	1135069794917527552
295	1135080643954536448
296	1135080837429563393
297	1135084882537922561
298	1135085435753881600
299	1135090543703339010
300	1135092291792564225
301	1135093799896489984
302	1135094813852864512
303	1135095374157438977
304	1135095700608487425
305	1135097360436957186
306	1135103911688396801
307	1135107464062365696
308	1135107824617320448
309	1135111894551760896
310	1135113078595563521
311	1135113456124698624
312	1135115257616031744
313	1135116033822470144
314	1135116133453840384
315	1135117224924942337
316	1135121265394454531
317	1135121763141111808
318	1135124770062622720
319	1135126376040681472
320	1135127537049358336
321	1135128144762085381
322	1135128978379829249
323	1135130629497073664
324	1135139779274772480
325	1135145075623813121
326	1135148205136650240
327	1135154379953188865
328	1135154513801822208
329	1135155542660386816
330	1135156283743645697
331	1135156311748988928
332	1135158078297509889
333	1135158264239448065
334	1135159600611594240
335	1135159938026749953
336	1135161582831394819
337	1135167335990472704
338	1135168553055870977
339	1135172895922151424
340	1135173151271182336
341	1135173331546599431
342	1135173947736186881
343	1135179250057850881
344	1135179932114534401
345	1135180185970630661
346	1135182615546400770
347	1135183054169878528
348	1135186207879700480
349	1135186360074166274
350	1135186412553330691
351	1135186592568664064
352	1135187848716357632
353	1135192570987012096
354	1135197180116045825
355	1135197581460606978
356	1135199568566640640
357	1135200064173985793
358	1135201863664578562
359	1135202042782392320
360	1135202602361139200
361	1135204772103909377
362	1135206310981656578
363	1135208523900395521
364	1135209300215943168
365	1135210232521478144
366	1135210644834312193
367	1135210861641863169
368	1135211075585040384
369	1135211120162156544
370	1135211994368417793
371	1135213295470895105
372	1135213939745103872
373	1135214429967192064
374	1135214634204520448
375	1135215821138071553
376	1135216029683068929
377	1135218710749351936
378	1135221470731354112
379	1135221911154233355
380	1135221913188544513
381	1135222213232058368
382	1135222523392647169
383	1135223576729182209
384	1135224603633209344
385	1135228737350492160
386	1135229071862841344
387	1135229494594347009
388	1135232400445677568
389	1135234048488435712
390	1135234699113181186
391	1135235195915972610
392	1135240208029323265
393	1135240960252604421
394	1135241721992888320
395	1135242749274255361
396	1135244320309596160
397	1135245715075162113
398	1135249124494893056
399	1135251598928732164
400	1135257588235481090
401	1135258940856553473
402	1135261635101175808
403	1135265137374445568
404	1135265968664567808
405	1135266857483739138
406	1135268545686884353
407	1135269768234262529
408	1135270403994206210
409	1135272254898675712
410	1135272606171566086
411	1135273850722279424
412	1135275074242600960
413	1135276207585599488
414	1135279018725580802
415	1135281770423881730
416	1135282619762057216
417	1135284430636011520
418	1135286473664716800
419	1135289041312768002
420	1135290036490915840
421	1135290330641600512
422	1135290767428263937
423	1135290802605821953
424	1135296015341367297
425	1135296534927613954
426	1135300516580417536
427	1135303478266408960
428	1135303801727070208
429	1135305069111521282
430	1135306689681510402
431	1135309072226553856
432	1135310790821416960
433	1135310867648733191
434	1135314618488905730
435	1135315143246655489
436	1135316977143226368
437	1135317504887283712
438	1135318006303809538
439	1135318762486456321
440	1135318861019062272
441	1135320392669769735
442	1135323138747752450
443	1135323154979725312
444	1135324066620071936
445	1135325390543630336
446	1135325652163448832
447	1135326504458608643
448	1135327704331325441
449	1135327765950095360
450	1135330519447670785
451	1135333945086808065
452	1135334042482683904
453	1135335476473155584
454	1135337033642254339
455	1135344013765206021
456	1135344473439965185
457	1135345860550828032
458	1135347340347359234
459	1135348963660484608
460	1135350166427381761
461	1135351181742526465
462	1135352231040049153
463	1135352741994409984
464	1135353328164958209
465	1135353438328500232
466	1135355318450438144
467	1135357142326816769
468	1135358334532575232
469	1135359290083090432
470	1135360095322279936
471	1135360887991230464
472	1135364113650061316
473	1135365004193075200
474	1135365062036578304
475	1135366933224808448
476	1135368066903072769
477	1135369524931375104
478	1135369638102085632
479	1135369951869579264
480	1135371353681539072
481	1135371625732354049
482	1135372613583138818
483	1135373535147438085
484	1135373705234849792
485	1135374336347451392
486	1135375367919685637
487	1135376059824779264
488	1135378155441725440
489	1135380564091924480
490	1135382637369946112
491	1135383108843331584
492	1135384247382884352
493	1135386465951764481
494	1135392011794599936
495	1135392721567342592
496	1135397544505237504
497	1135398710177816576
498	1135404099955044352
499	1135406357186826241
500	1135406674066513920
501	1135408422294380544
502	1135408984670662656
503	1135409969413550080
504	1135412556124712960
505	1135412558612041729
506	1135413794384044032
507	1135415362357477376
508	1135418966057185282
509	1135420887547678720
510	1135428329794748417
511	1135436319411310593
512	1135437114097586176
513	1135438084021972994
514	1135440232495624192
515	1135442071987380225
516	1135442440503013376
517	1135445389442555905
518	1135452608309673984
519	1135458493979381760
520	1135458640276512769
521	1135458660774076416
522	1135459488146739200
523	1135461162827599872
524	1135463281341149184
525	1135463789783146498
526	1135469496506839041
527	1135469605126729729
528	1135471569319469057
529	1135471575782682624
530	1135472306657026048
531	1135478601107660802
532	1135483054653366272
533	1135484017485082624
534	1135487792753127424
535	1135494636678590464
536	1135496777161936896
537	1135498372272594944
538	1135498525050118144
539	1135499161917448192
540	1135504668199718913
541	1135506050420027393
542	1135506847086108672
543	1135512106516832257
544	1135514984018931712
545	1135515536584892417
546	1135518197652893696
547	1135519893443481600
548	1135521770428162050
549	1135524264478617601
550	1135525056979853312
551	1135525409506770950
552	1135529406909337600
553	1135531605194240001
554	1135532977923022848
555	1135535493297233920
556	1135535777155362817
557	1135535981111721986
558	1135536916684656640
559	1135541134501982209
560	1135541593656635392
561	1135542252682526720
562	1135544542546071553
563	1135545382295891968
564	1135548320259203073
565	1135548671565717505
566	1135551390095482883
567	1135553140067987456
568	1135555301829013505
569	1135556169685131264
570	1135558157114204162
571	1135558193504034817
572	1135559001742217216
573	1135560260729442305
574	1135564770168516611
575	1135567446054752259
576	1135567654545174533
577	1135568057802285056
578	1135568613895745538
579	1135569650081624064
580	1135572326727278592
581	1135573349050961925
582	1135573400720760833
583	1135573970781167616
584	1135574705312796672
585	1135575329899200512
586	1135576719681888258
587	1135579190084849664
588	1135580792657260544
589	1135584056492593152
590	1135585199293517824
591	1135585677641490432
592	1135586257268908033
593	1135586836632522752
594	1135587237939335168
595	1135587595482624004
596	1135588504489082881
597	1135589748649541632
598	1135590138451566592
599	1135590245146202119
600	1135591876617277440
601	1135592003914338305
602	1135594185203970048
603	1135594677120524289
604	1135596212407676928
605	1135597673590001664
606	1135598326210949128
607	1135600334171267072
608	1135602068109123584
609	1135602604854173698
610	1135602802661744640
611	1135606897808203776
612	1135607779685625856
613	1135608259446943746
614	1135609037297508354
615	1135609869661327361
616	1135609891731718144
617	1135610186780094465
618	1135610502602731523
619	1135611176245637121
620	1135611716409077764
621	1135615700259811330
622	1135616906906521602
623	1135618621516984320
624	1135619210078556161
625	1135619390303551488
626	1135619740444049408
627	1135620556286550016
628	1135621721174683651
629	1135621731316510721
630	1135622953066934274
631	1135623476423942144
632	1135624392225034243
633	1135625431552577536
634	1135625443837644801
635	1135625536129130498
636	1135626733246459905
637	1135628772638543872
638	1135628923897884673
639	1135629246775418880
640	1135630081643098112
641	1135632328934416384
642	1135632593448079360
643	1135635253610078209
644	1135638926599712768
645	1135639087547846657
646	1135639895609958400
647	1135640811566247937
648	1135644905513070595
649	1135645775742947328
650	1135648235740155905
651	1135651164148645888
652	1135651176609853440
653	1135651375793168384
654	1135652536487227394
655	1135653112277020675
656	1135653961820622848
657	1135656465350385666
658	1135657730901807105
659	1135659247730139136
660	1135659813025792001
661	1135660799341596673
662	1135662685738217472
663	1135663821006221312
664	1135666279530938368
665	1135668059543392257
666	1135668217240797184
667	1135669388785463296
668	1135671149478797313
669	1135673695102308352
670	1135675401609535488
671	1135676864750428166
672	1135678118155489281
673	1135679449662402560
674	1135679898180378626
675	1135680029508218880
676	1135680151948316675
677	1135680531008561153
678	1135685337022377987
679	1135685893447213061
680	1135686765686034432
681	1135687143689465856
682	1135688969008615425
683	1135689154015178752
684	1135691095004897281
685	1135693231570788352
686	1135693442078707712
687	1135693642872627201
688	1135693987501805569
689	1135694513287155712
690	1135695630565646337
691	1135697047145844736
692	1135698195160358912
693	1135699682926182401
694	1135702468405280768
695	1135703205336178689
696	1135704649602719744
697	1135704819858071553
698	1135704873889148929
699	1135707226314813440
700	1135708210759966720
701	1135709783993044992
702	1135709935197597697
703	1135710064457723905
704	1135710807407366144
705	1135716258005970946
706	1135716604753395712
707	1135718981342498818
708	1135719116881481729
709	1135719457760743424
710	1135719548978642944
711	1135719959999537153
712	1135722142144770048
713	1135722237867188224
714	1135722815015931905
715	1135725417887723520
716	1135725825536512005
717	1135725914610737152
718	1135728891052511237
719	1135728974431043584
720	1135729865708199936
721	1135732093626060801
722	1135733942106042368
723	1135737936001978368
724	1135739254171193345
725	1135741624821178373
726	1135742314779987969
727	1135742441812709377
728	1135743021281173505
729	1135743638309429249
730	1135745567659683840
731	1135745866009063426
732	1135745985039044608
733	1135747652904243200
734	1135747773741985792
735	1135748985740779522
736	1135753014210437125
737	1135754116590948352
738	1135754648403546112
739	1135758177947881472
740	1135758719667625984
741	1135758917055574016
742	1135759279124668416
743	1135759307532693504
744	1135760005381132288
745	1135760238974423040
746	1135760363322871809
747	1135761659119595520
748	1135762938466226177
749	1135764428421443586
750	1135766206659682304
751	1135766325458919424
752	1135766814397349888
753	1135767399444209665
754	1135767432721829889
755	1135769382444027906
756	1135769942400282625
757	1135771412579409920
758	1135771628971778048
759	1135771922933768193
760	1135774054344826880
761	1135774649692971008
762	1135777398748618752
763	1135780684960653312
764	1135780895535849472
765	1135784530927902720
766	1135786736154501120
767	1135787062685196290
768	1135788053904207872
769	1135790975291469824
770	1135792552832057344
771	1135798156623564800
772	1135798929075785728
773	1135799524390313985
774	1135799721488859138
775	1135802180357767168
776	1135803197589557248
777	1135803419334193153
778	1135804862187364352
779	1135806880796815360
780	1135811909960101889
781	1135813788219797505
782	1135814981604085760
783	1135817402762108928
784	1135820587727839232
785	1135823286649196544
786	1135826802738434048
787	1135832828778860544
788	1135833482263851008
789	1135835871310225408
790	1135836227574280193
791	1135836846519230464
792	1135837241148755969
793	1135842669324881920
794	1135843022669848576
795	1135846154208501760
796	1135848117843238912
797	1135851679033778176
798	1135856845313249280
799	1135862840924000256
800	1135868440319860736
801	1135868741135339520
802	1135869405252988928
803	1135869760321679361
804	1135870504492052480
805	1135870770599682048
806	1135874933349900288
807	1135875481465696257
808	1135875498465267712
809	1135877390436065281
810	1135877955811532800
811	1135879861325762560
812	1135880709300727809
813	1135881709231267840
814	1135882884026290176
815	1135883475976740866
816	1135884110507888641
817	1135884260362129408
818	1135885713185132545
819	1135888974373953536
820	1135889379594031105
821	1135890964013289473
822	1135892073922605061
823	1135893502569668609
824	1135896388833882112
825	1135896594811891712
826	1135896751716462592
827	1135896795723079681
828	1135897528044523520
829	1135898602251964417
830	1135899821812793344
831	1135899876414279680
832	1135899991741018113
833	1135900027774103553
834	1135900240152842241
835	1135900399628480512
836	1135900764830756864
837	1135902760069672960
838	1135904635460497409
839	1135904718008594433
840	1135904831183446024
841	1135904956345511936
842	1135905204543430661
843	1135909268689833984
844	1135910094221271041
845	1135911133272006656
846	1135911290860216325
847	1135912227968389120
848	1135912617526980609
849	1135913156520210433
850	1135915063137644544
851	1135915679268257792
852	1135916340571586560
853	1135916406862565378
854	1135917503643672576
855	1135917704458584064
856	1135917784620081153
857	1135918030041391105
858	1135918291409485824
859	1135918659866546177
860	1135919291566628865
861	1135922041813647361
862	1135923172514025472
863	1135923314772381701
864	1135924193491673090
865	1135924373259476994
866	1135925023732932608
867	1135926434537660416
868	1135927431586603010
869	1135927521650913280
870	1135928084291567617
871	1135929902564347905
872	1135930230609235968
873	1135931446734888960
874	1135931716986691584
875	1135931901338763264
876	1135932613779173376
877	1135933074666078208
878	1135933621574017024
879	1135933967490723840
880	1135939092334514176
881	1135939397499494401
882	1135940401867710464
883	1135941103226634240
884	1135941435402928130
885	1135941498728583169
886	1135942836765859840
887	1135944201806344192
888	1135944308958355456
889	1135944869896228865
890	1135945149609959424
891	1135945195470577665
892	1135946129491632129
893	1135946459151511553
894	1135946658477305856
895	1135947037890023424
896	1135947611729346560
897	1135948848185073665
898	1135949068008640517
899	1135949607731683329
900	1135950322940227595
901	1135950928228601862
902	1135951150623219714
903	1135952313409867778
904	1135952822166593536
905	1135954022094032896
906	1135954037189357570
907	1135954674639605761
908	1135956827038986240
909	1135957766692990976
910	1135960253890121728
911	1135960303886262272
912	1135960668132335616
913	1135962768903819264
914	1135963157946486785
915	1135964890659733505
916	1135965561710452738
917	1135966362877276160
918	1135967326275330050
919	1135968527473664000
920	1135968606968340480
921	1135968975064616961
922	1135969409917308928
923	1135969757012856832
924	1135970014752903168
925	1135970296526233601
926	1135970855874375681
927	1135970935717208064
928	1135971373317349377
929	1135971502388592642
930	1135972083152891905
931	1135973706218582016
932	1135974136663236610
933	1135974819252641793
934	1135974829537017856
935	1135977698713579520
936	1135977808264482817
937	1135978523913576448
938	1135978926440890368
939	1135979420542365696
940	1135981862424317954
941	1135982010508423169
942	1135983229222182917
943	1135984170918957056
944	1135984266016374784
945	1135987575506653184
946	1135989588789473281
947	1135993346978123776
948	1135993702906847232
949	1135994428647268353
950	1135994516593348608
951	1135995631007424512
952	1135995682433699840
953	1135996287646670849
954	1135996574860042240
955	1135998947724550145
956	1135999510226853893
957	1136000945576382464
958	1136001250321997824
959	1136001713498931207
960	1136001724404121601
961	1136002498626539521
962	1136003866552655873
963	1136004307172700161
964	1136005164152840195
965	1136005411285458945
966	1136007879297851392
967	1136009065451143170
968	1136009327704125440
969	1136010307778883586
970	1136010675623534592
971	1136011009972428801
972	1136012073589256199
973	1136013291904491520
974	1136013773695791104
975	1136014249464082433
976	1136016522516865026
977	1136017766958411776
978	1136018266399367173
979	1136018336276504578
980	1136018919637041154
981	1136020383176380416
982	1136021596441849858
983	1136024357334110208
984	1136026229373640709
985	1136026558047629313
986	1136026693657944064
987	1136027191987167232
988	1136027457528745989
989	1136028692159913984
990	1136029908168298501
991	1136032957196410880
992	1136034671643508738
993	1136034848634806272
994	1136035252957147136
995	1136036751699349504
996	1136036796507336704
997	1136038011148394496
998	1136038268603117569
999	1136039011485491200
1000	1136039780104302593
1001	1136041417195839489
1002	1136044395055263744
1003	1136044606934663169
1004	1136045214655627265
1005	1136045412517855232
1006	1136046473156546560
1007	1136046641444773888
1008	1136047402471841792
1009	1136048705306537984
1010	1136048734473613312
1011	1136049633724162048
1012	1136049716448432128
1013	1136050083970146310
1014	1136052600049156098
1015	1136053085292417025
1016	1136053183300718592
1017	1136053304339959814
1018	1136054701697294336
1019	1136058151483002880
1020	1136058703214522368
1021	1136058903731605504
1022	1136061717602062342
1023	1136062989029859334
1024	1136064774452592640
1025	1136065174711017473
1026	1136065757530529793
1027	1136066825077346304
1028	1136068672773066759
1029	1136069294389727238
1030	1136069414594285569
1031	1136070093358714880
1032	1136071357647638528
1033	1136072919451389952
1034	1136073811344756737
1035	1136075801093390337
1036	1136076225183604736
1037	1136077338737881089
1038	1136080317356367873
1039	1136083469338075136
1040	1136084360858353667
1041	1136084633932767234
1042	1136085206765465600
1043	1136085262956732416
1044	1136087067530633216
1045	1136088302971318277
1046	1136088385246892032
1047	1136088710313697281
1048	1136090877724508160
1049	1136092446427963392
1050	1136092522684411905
1051	1136092590338535425
1052	1136095034946859008
1053	1136096162245570561
1054	1136096951936659458
1055	1136097167288995840
1056	1136098298438144000
1057	1136098433364877312
1058	1136100101145972742
1059	1136101001423802368
1060	1136101725616693250
1061	1136102003082293248
1062	1136102253142691840
1063	1136104900927074309
1064	1136105133098512384
1065	1136110334333345792
1066	1136110815411654656
1067	1136112478524338177
1068	1136112910214680576
1069	1136113382178746368
1070	1136114181860712450
1071	1136115590421241858
1072	1136118132609884170
1073	1136118233537208320
1074	1136118517768474624
1075	1136120471454453760
1076	1136124550792515584
1077	1136124879286296576
1078	1136124903986475008
1079	1136124953454100480
1080	1136124981623054339
1081	1136126162139090945
1082	1136126917973692416
1083	1136127894718042115
1084	1136131879101317122
1085	1136133720841134080
1086	1136134500826656770
1087	1136134798622126081
1088	1136135845474316288
1089	1136136141227192321
1090	1136139548902117376
1091	1136145782208323584
1092	1136150664382275584
1093	1136151522507550721
1094	1136152735265492992
1095	1136155603468865536
1096	1136155774252650497
1097	1136161546806202369
1098	1136162146352586754
1099	1136162654265982978
1100	1136166258997485568
1101	1136167755755900933
1102	1136173308783792128
1103	1136173408733896704
1104	1136176899095445504
1105	1136179005265141761
1106	1136182015169114112
1107	1136184816561344512
1108	1136186046440452096
1109	1136195137346969600
1110	1136196938963927040
1111	1136197270343507968
1112	1136198122869219328
1113	1136199385014915075
1114	1136200095009927168
1115	1136203331871940608
1116	1136204975007076352
1117	1136206895704879104
1118	1136207379203207173
1119	1136210100727754752
1120	1136210572536688640
1121	1136211085961388032
1122	1136213523124563970
1123	1136220325421748224
1124	1136220591575511040
1125	1136221324467195904
1126	1136222220768960513
1127	1136222999147929602
1128	1136223340820148224
1129	1136224885095747586
1130	1136225988151586818
1131	1136228895911555072
1132	1136229033216237568
1133	1136229445596045312
1134	1136230268996427776
1135	1136232764800491520
1136	1136236524595535873
1137	1136236830435811329
1138	1136241510826029058
1139	1136243429791416320
1140	1136243820490829825
1141	1136244211244720134
1142	1136246349479833601
1143	1136247316690690049
1144	1136248103105961986
1145	1136248551841902592
1146	1136248806507503619
1147	1136249699550162944
1148	1136250436971835399
1149	1136250757488005120
1150	1136250794334969856
1151	1136250916611547136
1152	1136251562395918337
1153	1136251795083223040
1154	1136252379228098560
1155	1136253420183179264
1156	1136255178175328263
1157	1136255535735549952
1158	1136257618169614336
1159	1136260609022910464
1160	1136263190516523008
1161	1136263709163237376
1162	1136264182788214785
1163	1136264612112949248
1164	1136265115832131584
1165	1136265184639639557
1166	1136265685896761344
1167	1136265798002073600
1168	1136266018618314752
1169	1136266041909284865
1170	1136266062557614082
1171	1136266180195364865
1172	1136266339566403584
1173	1136267304084410370
1174	1136267313467072512
1175	1136268931751206914
1176	1136269877503651843
1177	1136271579300683776
1178	1136271875812876290
1179	1136273867016626177
1180	1136274655533158400
1181	1136274754149634049
1182	1136276483645685765
1183	1136279651955990528
1184	1136279675997581312
1185	1136282381395156993
1186	1136282520159424513
1187	1136283149195857922
1188	1136283612582752258
1189	1136284399194976258
1190	1136284479125897216
1191	1136285842471698432
1192	1136290582933004289
1193	1136291484184010752
1194	1136292576124735489
1195	1136293872303128576
1196	1136294088867663872
1197	1136295576444768256
1198	1136295671504355329
1199	1136295700256477184
1200	1136295819106238464
1201	1136295888303861760
1202	1136297726914781185
1203	1136297905302769670
1204	1136298160014237696
1205	1136298630548152320
1206	1136299749135376384
1207	1136300081559232514
1208	1136300137603428354
1209	1136302366372900864
1210	1136305550122201088
1211	1136305837327171585
1212	1136306630960852992
1213	1136307027549020160
1214	1136307101565902849
1215	1136307346655854592
1216	1136307406919675904
1217	1136308043640057858
1218	1136311394964508673
1219	1136311901963448320
1220	1136311915204898816
1221	1136312789667123201
1222	1136312975533400064
1223	1136314331455414274
1224	1136314475789705216
1225	1136314952396894208
1226	1136315270379769856
1227	1136315533941493762
1228	1136315647997227008
1229	1136316127452311554
1230	1136317204511674368
1231	1136317514038763523
1232	1136319086542106627
1233	1136322476214968321
1234	1136322850414092288
1235	1136323417425174529
1236	1136323464447561739
1237	1136328364128645121
1238	1136328664465829889
1239	1136329333201498112
1240	1136332507115270144
1241	1136333890778488832
1242	1136334135998472194
1243	1136335553396387840
1244	1136336777650720768
1245	1136337126075715584
1246	1136338810869035008
1247	1136341084378783744
1248	1136341533999939585
1249	1136342903045988353
1250	1136347233526435840
1251	1136348227358330880
1252	1136349602699808769
1253	1136350516416585728
1254	1136351206329266180
1255	1136352048679727104
1256	1136353043614711815
1257	1136354524199817217
1258	1136354582198661120
1259	1136355053487439872
1260	1136356740209885184
1261	1136357269468094469
1262	1136363539831111681
1263	1136363683125321728
1264	1136364410765754369
1265	1136364459486613505
1266	1136364663724224514
1267	1136366068107272194
1268	1136368185211592705
1269	1136368647977357313
1270	1136369557575258115
1271	1136369848995536901
1272	1136371798994542598
1273	1136371926325178368
1274	1136372727575506944
1275	1136374914775179265
1276	1136375413268275201
1277	1136376891768803328
1278	1136377801919959040
1279	1136378150479249408
1280	1136378938358411270
1281	1136379493503815680
1282	1136381000299286530
1283	1136382884472922114
1284	1136383278338977794
1285	1136384959608832000
1286	1136385433544331264
1287	1136385505711468544
1288	1136385761677172736
1289	1136385866367025153
1290	1136386207569666048
1291	1136386838019489792
1292	1136388420773863424
1293	1136389995336519682
1294	1136397402368303105
1295	1136398486079987714
1296	1136399195009691654
1297	1136399724444098560
1298	1136400952041381888
1299	1136401920694689792
1300	1136405121087287296
1301	1136406837539016705
1302	1136407924937351168
1303	1136410311836065792
1304	1136411915301793792
1305	1136415125240524807
1306	1136416229374062592
1307	1136416633373757441
1308	1136417584126017537
1309	1136417672823037955
1310	1136418865053745153
1311	1136419322962821122
1312	1136420074485702657
1313	1136420959412297729
1314	1136423500917497858
1315	1136423613425430528
1316	1136423791972818944
1317	1136425016436973569
1318	1136429440085479427
1319	1136431789650710529
1320	1136432199031377920
1321	1136433233791541248
1322	1136434977636257792
1323	1136435293907816449
1324	1136437305516941313
1325	1136443882261143552
1326	1136444588636295168
1327	1136444860557340672
1328	1136446385887293442
1329	1136448364458008576
1330	1136448536629977088
1331	1136449407686270976
1332	1136452615246532608
1333	1136454686226157568
1334	1136454764403789830
1335	1136456190559436800
1336	1136457686843830273
1337	1136460052230004738
1338	1136460185575264256
1339	1136460355444576256
1340	1136462391112359937
1341	1136462716841934848
1342	1136463234632966145
1343	1136465870862082048
1344	1136466313566720000
1345	1136466936353701888
1346	1136469408480747526
1347	1136471333204893696
1348	1136471647450308608
1349	1136472788271804416
1350	1136474905086550016
1351	1136476506933403649
1352	1136479570993995776
1353	1136480201594904576
1354	1136485104119951360
1355	1136486090494361600
1356	1136486880474685441
1357	1136487278463709184
1358	1136487300655976448
1359	1136487755431665664
1360	1136488475312570368
1361	1136492152333094914
