S No.	Tweet_Id
348	1135095062847770624
349	1135095773291585536
350	1135101640493740032
351	1135103541549326336
352	1135105327110770689
353	1135107345942552576
354	1135111330250264578
355	1135112896348770304
356	1135113706390638592
357	1135113993264046080
358	1135114672284323840
359	1135114674746212352
360	1135115261613432832
361	1135118559519133696
362	1135118868811309057
363	1135122453926154240
364	1135124342243823616
365	1135124777650335744
366	1135125276659027968
367	1135125323287289856
368	1135125354081705985
369	1135126219937239040
370	1135126275855536129
371	1135127407269208064
372	1135127988721393664
373	1135128421086814208
374	1135128505413459969
375	1135131540734861312
376	1135132107133661184
377	1135132448138899456
378	1135133717607997442
379	1135134313069068289
380	1135134493860343809
381	1135138034649878528
382	1135138311218040833
383	1135140071424704512
384	1135140070896410624
385	1135142031448088579
386	1135142800654290944
387	1135142828533829633
388	1135143170994556929
389	1135143232034283520
390	1135145111497695232
391	1135145516218671105
392	1135146330177835008
393	1135149674829160450
394	1135151793032163333
395	1135152252400701440
396	1135152837120471040
397	1135153163542179841
398	1135153670352449536
399	1135154510320607232
400	1135154525101318144
401	1135155543503450112
402	1135156094974746625
403	1135156254798766080
404	1135156406712229889
405	1135156501637738498
406	1135157058452561920
407	1135157700642447361
408	1135158133008031745
409	1135158985538101248
410	1135159683583488001
411	1135160286170767362
412	1135160360665800705
413	1135160385873559552
414	1135160988230176768
415	1135161260008443904
416	1135161471711797248
417	1135162152942047236
418	1135162246143926278
419	1135162640962150400
420	1135163384683347968
421	1135163764540674048
422	1135163905020350464
423	1135165406228942848
424	1135166858167013377
425	1135166929080131585
426	1135166954749267968
427	1135167805026967557
428	1135169847929782275
429	1135171560652906497
430	1135171763887910912
431	1135173611575099395
432	1135174384174424065
433	1135176030707212288
434	1135176401756332032
435	1135177906886455297
436	1135177916285890560
437	1135178430268338176
438	1135179965857746944
439	1135181096805634057
440	1135181977844367360
441	1135182037122539520
442	1135183721043234816
443	1135183786197639168
444	1135184601620631553
445	1135185441706131457
446	1135186019353915393
447	1135186818306072576
448	1135186837436321794
449	1135187134908968961
450	1135187944598265858
451	1135188283644887040
452	1135188290666205184
453	1135188872122511360
454	1135192014272827393
455	1135192785605332992
456	1135193510745956353
457	1135193738215534594
458	1135194684136075265
459	1135194938042441735
460	1135196525179670528
461	1135198060395540482
462	1135198365631881218
463	1135198457478746112
464	1135198545844285440
465	1135199277582573568
466	1135200043542163456
467	1135200762022305792
468	1135202465433968645
469	1135202551874195457
470	1135203686848892931
471	1135204328652857344
472	1135206639655632896
473	1135206655019376640
474	1135208261588836352
475	1135209271686324225
476	1135209327302758400
477	1135209945471733766
478	1135210168331845632
479	1135210831686393856
480	1135211270595121153
481	1135211338903576577
482	1135212755315757056
483	1135214403694055424
484	1135216649290862593
485	1135216991093047296
486	1135217084374441984
487	1135217171875926017
488	1135217330521350151
489	1135217477342945283
490	1135217613230002176
491	1135217738673209346
492	1135217807497531392
493	1135217909716934656
494	1135220317251690497
495	1135220737445203970
496	1135220792512458752
497	1135222546897543168
498	1135225356884094976
499	1135226599698259968
500	1135227778142486529
501	1135228748293386241
502	1135229919812866048
503	1135230192102699014
504	1135231067055710209
505	1135232704436482048
506	1135232993117839360
507	1135233492080627714
508	1135233729549328385
509	1135233794267590656
510	1135234686538649600
511	1135234761784381441
512	1135235996377858050
513	1135236697409630208
514	1135237477080453120
515	1135237919889928199
516	1135238206335700992
517	1135239258862755842
518	1135239756810469378
519	1135240513890787328
520	1135241254764199937
521	1135242478133620736
522	1135242716344770560
523	1135244200398794752
524	1135244356833730560
525	1135245550192865281
526	1135246047377121283
527	1135247781231321088
528	1135248161537253377
529	1135248185192882176
530	1135248533198520321
531	1135248544569397248
532	1135248860899696646
533	1135249897450541056
534	1135250090342453253
535	1135252810323386368
536	1135252942582210561
537	1135253962179977219
538	1135254298248589315
539	1135254575378829312
540	1135254615262453760
541	1135254615296028673
542	1135254656383442945
543	1135254692622213125
544	1135255177768910848
545	1135255844780695553
546	1135256378614910976
547	1135256392779161601
548	1135256806865997829
549	1135257151243526151
550	1135257517469110273
551	1135258583745093632
552	1135261151766466561
553	1135262880029446145
554	1135263012347097088
555	1135263313904984065
556	1135263654843224065
557	1135265221751300098
558	1135265233784717312
559	1135265714229645322
560	1135266673919836160
561	1135266861908713475
562	1135267116507127808
563	1135267659631775744
564	1135268130400481281
565	1135268594512814080
566	1135268908787806208
567	1135269860009603072
568	1135271527950290944
569	1135272316156424192
570	1135272837672001537
571	1135273026289901568
572	1135273147987419136
573	1135273722481238016
574	1135274432329650178
575	1135274843899932673
576	1135275198431801345
577	1135278280611958785
578	1135279448121434112
579	1135279483081170950
580	1135283578932256768
581	1135283705315020801
582	1135283796310482945
583	1135284474223243268
584	1135287984998236162
585	1135290034637004800
586	1135291805820309504
587	1135291933541261314
588	1135291937907281920
589	1135292794657001472
590	1135292896054263808
591	1135293068561661952
592	1135293353497640960
593	1135293429506891776
594	1135294864143376386
595	1135295392852172800
596	1135296010396360704
597	1135299432218595329
598	1135299874575081473
599	1135299943307075584
600	1135300433088585728
601	1135301343348961282
602	1135301911211651073
603	1135303138586648581
604	1135303906349768704
605	1135303978613465088
606	1135304138869202944
607	1135304526054006784
608	1135305142994006022
609	1135305384485220352
610	1135305494749417473
611	1135306151845814273
612	1135306455257681920
613	1135307442907041792
614	1135308021641424897
615	1135309044724449285
616	1135311275544723456
617	1135311779498643456
618	1135311913833959430
619	1135312109909282816
620	1135312564919898113
621	1135312661800005634
622	1135312935335673857
623	1135314027452743681
624	1135315920908443648
625	1135315974868144129
626	1135316524678418433
627	1135316527731924992
628	1135317454815715328
629	1135318911161790464
630	1135319161440165888
631	1135319712026566663
632	1135320282573524993
633	1135320509162426374
634	1135322147671355393
635	1135325705061822464
636	1135327701668118528
637	1135328046490312704
638	1135330178534707200
639	1135331007576461312
640	1135331272925089792
641	1135332741887733762
642	1135332853200424960
643	1135333014546894849
644	1135333722180521987
645	1135334234120491009
646	1135334255675006977
647	1135334561938677760
648	1135336915060830208
649	1135337986436898816
650	1135338007576403970
651	1135338726060482560
652	1135339614863011843
653	1135339756647342080
654	1135341491419779073
655	1135342139678908416
656	1135342462115950596
657	1135344242941997057
658	1135347667658313728
659	1135348053685264385
660	1135351384176508929
661	1135365069712297984
662	1135365727890870272
663	1135366214186917888
664	1135368621062905856
665	1135369338783797249
666	1135370494293807106
667	1135370892324696064
668	1135373132813000705
669	1135373472371097600
670	1135373582434033664
671	1135375146988916737
672	1135376305439068162
673	1135376618472517633
674	1135377455412367360
675	1135377779657252865
676	1135378047270436864
677	1135378644388462596
678	1135378704216010753
679	1135383264619745280
680	1135385716136009728
681	1135386501754212352
682	1135389144492969991
683	1135390406202576901
684	1135390464339824645
685	1135390829197946880
686	1135392186311348233
687	1135392805138788352
688	1135392946902036481
689	1135393042284736512
690	1135393398318338049
691	1135398074560536577
692	1135398179535331328
693	1135398473141051392
694	1135399478897364994
695	1135399947262730240
696	1135401037592813569
697	1135401170795503616
698	1135404553380225027
699	1135404935292604423
700	1135405301191008256
701	1135405976692109313
702	1135406323758182400
703	1135406425964867584
704	1135407191031070720
705	1135407350066679808
706	1135407768653844480
707	1135408207617241088
708	1135408682777362432
709	1135409367392669697
710	1135414240800456704
711	1135414958383149057
712	1135415955469660161
713	1135416572334485504
714	1135418911636279297
715	1135419349622317056
716	1135421163981725696
717	1135422520537034752
718	1135424030067044352
719	1135428084885270528
720	1135428406617751557
721	1135430414082957312
722	1135430524250537989
723	1135430586540019712
724	1135432034254557184
725	1135434558369935360
726	1135435336824360960
727	1135435536821174278
728	1135435611739963392
729	1135436882152697856
730	1135441042180911104
731	1135441298184216576
732	1135441668797108224
733	1135442078417195010
734	1135442282696630277
735	1135442328523563008
736	1135442700906483712
737	1135442885904457729
738	1135443659254652928
739	1135444711551000576
740	1135445381863616513
741	1135445520766382080
742	1135446557577420801
743	1135446628071071744
744	1135447379593875457
745	1135449161040637952
746	1135449720569176065
747	1135449812730621952
748	1135449811510075392
749	1135454935410249728
750	1135456216124186624
751	1135456286051569664
752	1135456542898237441
753	1135457233280614401
754	1135459165844004865
755	1135459715750608897
756	1135460515445202944
757	1135460687575224321
758	1135463883370651649
759	1135464553318420480
760	1135464781085675521
761	1135467021074862081
762	1135470236285767680
763	1135472419093778433
764	1135472670508834817
765	1135474492770344961
766	1135474993104609280
767	1135475789523120128
768	1135475992120647680
769	1135477583536111616
770	1135482981022388226
771	1135483580912680960
772	1135483703868710913
773	1135487097421357059
774	1135488222077886465
775	1135491403331514369
776	1135493446247079936
777	1135493678112399360
778	1135494679376609280
779	1135495603541237760
780	1135495996635590656
781	1135496372893888514
782	1135496647822192645
783	1135497416621379585
784	1135497533822779393
785	1135499697840427009
786	1135500266529337344
787	1135501502389338112
788	1135501567212363776
789	1135501817331273729
790	1135502331443851265
791	1135502872697683968
792	1135503108677574656
793	1135503189560705024
794	1135504530022576133
795	1135506401394978816
796	1135507842759368704
797	1135509416776740864
798	1135509434338291713
799	1135509459374039040
800	1135510573494546432
801	1135510787672424450
802	1135510969205919745
803	1135512330475909122
804	1135514175323725825
805	1135514380727177216
806	1135514934429847552
807	1135515194229178370
808	1135515924562350082
809	1135516865462243329
810	1135517664468774912
811	1135518825825411073
812	1135519023653937153
813	1135519679122944002
814	1135521776816074752
815	1135523698868445185
816	1135524121171976194
817	1135524483098402817
818	1135524979406180353
819	1135525574187921408
820	1135526158223781889
821	1135526249445711872
822	1135526655101997056
823	1135527733465833473
824	1135528203483734016
825	1135528455683096576
826	1135528644162531328
827	1135529578779291648
828	1135530779159613440
829	1135531326197633024
830	1135531811218440192
831	1135532171614130176
832	1135532686087528448
833	1135532858343247873
834	1135533185121640448
835	1135533445814333440
836	1135533558838247425
837	1135534799836393472
838	1135535251097313281
839	1135535353803268096
840	1135535501396627457
841	1135535659710423041
842	1135536002041335815
843	1135536389657899010
844	1135536958002925568
845	1135537215331872768
846	1135537768799571968
847	1135541181276938240
848	1135541187773943808
849	1135541874654089216
850	1135543866856300544
851	1135545398213455872
852	1135546160914018305
853	1135546292380286976
854	1135546329143209991
855	1135546646681415681
856	1135546774695927810
857	1135546868233121792
858	1135547544325492736
859	1135547663586385921
860	1135548031145844736
861	1135549058905456640
862	1135550628258832384
863	1135551399759089670
864	1135551548963078144
865	1135551793373556736
866	1135552726732025857
867	1135552865244712961
868	1135553185412788224
869	1135553224901926913
870	1135553311833239556
871	1135553671020929031
872	1135553755557048321
873	1135555016050302976
874	1135555174469132288
875	1135555455462400002
876	1135555525167345664
877	1135556030761504769
878	1135556279932530689
879	1135556905303191552
880	1135557030993899520
881	1135558725811527680
882	1135559280885686273
883	1135559822869508096
884	1135560198003838977
885	1135561741339897856
886	1135562151274385408
887	1135562352722661376
888	1135562436143190016
889	1135563108758503424
890	1135563169395613701
891	1135563676591763456
892	1135563973481422854
893	1135564129429852160
894	1135564385185947648
895	1135564853827891200
896	1135564919267631106
897	1135565377168138245
898	1135566456597504000
899	1135566805152329728
900	1135568302468718593
901	1135570093449142274
902	1135570921626984449
903	1135571406681444353
904	1135571514819043328
905	1135573578202660866
906	1135573796914704389
907	1135575577803419648
908	1135576591839498240
909	1135577832606724098
910	1135578667986407426
911	1135579292333629440
912	1135580789930897411
913	1135581031313084416
914	1135582179910725632
915	1135582491027398656
916	1135583189546745857
917	1135583425929371649
918	1135583604116004864
919	1135584468083908609
920	1135584676226240512
921	1135584813375807489
922	1135584881034113027
923	1135585456786157570
924	1135586189065576449
925	1135586247659970564
926	1135586538325237760
927	1135586547758223360
928	1135587031629860866
929	1135588002527399937
930	1135589027816435712
931	1135589694308151296
932	1135592872626085890
933	1135593154441334785
934	1135593749109792770
935	1135594275050262530
936	1135594566403252224
937	1135595060253343745
938	1135595092125896715
939	1135595488907071489
940	1135595491918524416
941	1135595863563223040
942	1135596434701672455
943	1135596663492534273
944	1135596669372776448
945	1135596895328505866
946	1135597350464831488
947	1135597689926643717
948	1135598013886402560
949	1135599329543098368
950	1135600051873562626
951	1135600369931816961
952	1135600694675660800
953	1135601983732289537
954	1135602305397600257
955	1135603255168372738
956	1135604175306481665
957	1135604175209947137
958	1135604590576054272
959	1135604866460635136
960	1135604917022986241
961	1135605633187799040
962	1135605727958130689
963	1135605880001650688
964	1135606607423987713
965	1135607209247854594
966	1135607522377814018
967	1135608917013270535
968	1135609412222160900
969	1135609467322753026
970	1135609635996655620
971	1135609994592870405
972	1135610825849417736
973	1135610978593378306
974	1135610985681707008
975	1135611556950093824
976	1135611653855371265
977	1135612006537449472
978	1135612138737819650
979	1135612396628828162
980	1135612951937933312
981	1135613008061771778
982	1135613079763509250
983	1135613119726792705
984	1135614178608263168
985	1135614606565695489
986	1135614741836120068
987	1135614784311873536
988	1135616690807549952
989	1135616790715936768
990	1135617813723455490
991	1135619038330200065
992	1135619204793610241
993	1135620693125607427
994	1135622342246305792
995	1135622391479066624
996	1135622754630324224
997	1135623373692821504
998	1135623703314612224
999	1135624010916618240
1000	1135625915013193728
1001	1135626167992631296
1002	1135626693828337666
1003	1135627199225028608
1004	1135627866211667968
1005	1135628014861967360
1006	1135628072848449536
1007	1135629015723728896
1008	1135629612229091328
1009	1135631464383561728
1010	1135632006878908416
1011	1135632674565939202
1012	1135632718920896512
1013	1135635692321746944
1014	1135636570432856064
1015	1135637754786865154
1016	1135638457680683008
1017	1135639781076013056
1018	1135640062996156419
1019	1135640131690475520
1020	1135640236921315328
1021	1135640281959845899
1022	1135641610115530753
1023	1135642427035926529
1024	1135642452717711360
1025	1135642763196870657
1026	1135643477373534208
1027	1135644774508027905
1028	1135644916221190145
1029	1135645262989447170
1030	1135645285357670400
1031	1135646247036096518
1032	1135646466574303233
1033	1135647681978740736
1034	1135648309257879552
1035	1135648364832407552
1036	1135650713894293512
1037	1135651027753902080
1038	1135651693113294848
1039	1135651844737392646
1040	1135652910736580609
1041	1135655184598786052
1042	1135657373492809728
1043	1135657544398098434
1044	1135657557865971713
1045	1135657632528777217
1046	1135657872770052096
1047	1135658231836151808
1048	1135658916162002944
1049	1135659813025792001
1050	1135660502770769920
1051	1135664295528845318
1052	1135664801873649664
1053	1135665053246664705
1054	1135665393215901696
1055	1135666302251655178
1056	1135667847181623296
1057	1135669059305914368
1058	1135669268304072709
1059	1135669834946138117
1060	1135670464804794369
1061	1135671732432396288
1062	1135671850141409281
1063	1135672211501703168
1064	1135673518828544000
1065	1135673743274127360
1066	1135674485372334083
1067	1135676754045964288
1068	1135676785746518016
1069	1135678580908838913
1070	1135678742469197824
1071	1135679483606904833
1072	1135680225298305025
1073	1135680764031512579
1074	1135681441310883846
1075	1135682995505860608
1076	1135683254000979968
1077	1135683277728206849
1078	1135683298594820097
1079	1135683474210349057
1080	1135685611115835393
1081	1135686596479467521
1082	1135686732396077056
1083	1135686760527204352
1084	1135686852403519488
1085	1135687705013022720
1086	1135687916867457025
1087	1135688200637374464
1088	1135693435984371713
1089	1135694739787751424
1090	1135695775642656768
1091	1135697083657117696
1092	1135697384464297985
1093	1135697559668887553
1094	1135698124859727872
1095	1135698201594486784
1096	1135698211685822464
1097	1135698485590863878
1098	1135698501579485184
1099	1135698872972582912
1100	1135699029109739520
1101	1135699607017496576
1102	1135700765186519040
1103	1135701331971383296
1104	1135701611026583552
1105	1135701839251480576
1106	1135701901742432256
1107	1135701966120767488
1108	1135702144496132096
1109	1135703293907202048
1110	1135704412230430721
1111	1135704868751060994
1112	1135706802597896198
1113	1135707091388248070
1114	1135708691968155648
1115	1135708863829692416
1116	1135709944840429570
1117	1135710141490311175
1118	1135710281114509313
1119	1135710434043019264
1120	1135711824115109888
1121	1135712543664533504
1122	1135714057149747200
1123	1135714688874901505
1124	1135716367964020736
1125	1135716462797230081
1126	1135717048141602816
1127	1135718120193122304
1128	1135718632137338880
1129	1135718787045515265
1130	1135719126029275138
1131	1135719248918065152
1132	1135719697268301825
1133	1135719719883890688
1134	1135720748037943297
1135	1135721027995086850
1136	1135721257377439744
1137	1135721690485481473
1138	1135724244632047622
1139	1135724533737021440
1140	1135724817720795137
1141	1135726405340291074
1142	1135727086893707265
1143	1135728580132950021
1144	1135728809091698688
1145	1135729503118999552
1146	1135732000042684416
1147	1135732390884626432
1148	1135734424530771969
1149	1135734728433197056
1150	1135734872822206464
1151	1135735610407235584
1152	1135736176378335232
1153	1135736324839890951
1154	1135736744350048257
1155	1135737869467889664
1156	1135738869197037568
1157	1135738968119619584
1158	1135740951878443008
1159	1135741175669743617
1160	1135741506663268354
1161	1135741845093224448
1162	1135742414012858368
1163	1135742569609158656
1164	1135743688032817152
1165	1135744802853703680
1166	1135746507863289856
1167	1135746547256365056
1168	1135748072502284288
1169	1135748101988397056
1170	1135749559525752833
1171	1135749926296489984
1172	1135750737777123328
1173	1135754021984227328
1174	1135755812431941633
1175	1135757041274970112
1176	1135759105270980608
1177	1135760719079706625
1178	1135761752447213568
1179	1135761850774249472
1180	1135762616490627072
1181	1135765307543498754
1182	1135765327873056769
1183	1135765635831541760
1184	1135766129949990913
1185	1135766262808764416
1186	1135766676580913152
1187	1135766703785357312
1188	1135767780966486016
1189	1135768477485002752
1190	1135768645022429184
1191	1135770557255946240
1192	1135770689036783616
1193	1135773892172058624
1194	1135774024011866114
1195	1135774197911867392
1196	1135774595275927552
1197	1135775402150940672
1198	1135776465100988416
1199	1135777639694815232
1200	1135778546411065345
1201	1135780969728925697
1202	1135781653308149760
1203	1135782726731087872
1204	1135783421773537281
1205	1135783800724762625
1206	1135784861434822657
1207	1135787794826256384
1208	1135788740050399232
1209	1135789483478134786
1210	1135791178090209281
1211	1135792133170970625
1212	1135792558444097536
1213	1135793887015030784
1214	1135794273260122112
1215	1135796180623994880
1216	1135796610888286209
1217	1135798882120720384
1218	1135799912845717504
1219	1135801743013318656
1220	1135802195092205569
1221	1135803063762137089
1222	1135803144422793216
1223	1135803313281273857
1224	1135803966091120641
1225	1135804667902930945
1226	1135806913877143554
1227	1135808464469483522
1228	1135809224146149376
1229	1135812305680125952
1230	1135812676112789505
1231	1135815716395978752
1232	1135816174988660739
1233	1135819153594560513
1234	1135822253730480128
1235	1135822376707301376
1236	1135824405832110080
1237	1135825042170925056
1238	1135825784021504000
1239	1135826324084416512
1240	1135828434012254208
1241	1135830050182488065
1242	1135831073517056000
1243	1135832580442533888
1244	1135834331438407680
1245	1135835077101809665
1246	1135836223770116097
1247	1135838324646715392
1248	1135839425785712640
1249	1135841282067066881
1250	1135841983505866753
1251	1135841984000724999
1252	1135843588485603328
1253	1135846619109347328
1254	1135847194345594883
1255	1135848038457577472
1256	1135848898902335488
1257	1135850622580908032
1258	1135854040485548033
1259	1135856141274009600
1260	1135856283725291520
1261	1135856553645543425
1262	1135857294300864513
1263	1135858371578519552
1264	1135858926132584448
1265	1135859926067273728
1266	1135860579275628544
1267	1135860739548286976
1268	1135860879516266496
1269	1135861177400143872
1270	1135861419637858304
1271	1135861927689609217
1272	1135863352629059589
1273	1135864199748472832
1274	1135864225782517760
1275	1135864789761232897
1276	1135866157855121414
1277	1135868704514641920
1278	1135868834781569024
1279	1135869145642233856
1280	1135870949558018048
1281	1135871509497602049
1282	1135872159056838656
1283	1135872935661621253
1284	1135873120399532032
1285	1135873395122495488
1286	1135875139978039296
1287	1135875612860719106
1288	1135875851172622336
1289	1135876061043068930
1290	1135876119264157696
1291	1135876549184544769
1292	1135876840059539457
1293	1135877791487070209
1294	1135878098338099201
1295	1135878950096375809
1296	1135879289428164609
1297	1135879354343276544
1298	1135880180034093056
1299	1135881317105594368
1300	1135881473825869825
1301	1135883119490473985
1302	1135883195646451712
1303	1135883984095916032
1304	1135885121289105409
1305	1135885491780411392
1306	1135889024399187968
1307	1135889472070008833
1308	1135890345072480258
1309	1135890563683823616
1310	1135891046251073537
1311	1135891125200441344
1312	1135891145874137088
1313	1135891494395625475
1314	1135892056969232384
1315	1135892567957168128
1316	1135892765131362309
1317	1135893930082525184
1318	1135894022784999424
1319	1135894195745558529
1320	1135894250586017792
1321	1135895133998764032
1322	1135895294992900096
1323	1135896724105584640
1324	1135896985754656768
1325	1135897578632032256
1326	1135897785767796736
1327	1135898136164130816
1328	1135899025608204288
1329	1135899803219570688
1330	1135900407459278848
1331	1135900555426095104
1332	1135900669498470401
1333	1135901252448083968
1334	1135901391119978496
1335	1135902035264581632
1336	1135902654629122052
1337	1135903843328376833
1338	1135904325186793472
1339	1135905060783886336
1340	1135905427848343552
1341	1135905798662610944
1342	1135906466626494464
1343	1135907023520972800
1344	1135907434742964224
1345	1135908020028944387
1346	1135909691240828931
1347	1135909741488558080
1348	1135909777421115394
1349	1135910776143777792
1350	1135911143468388352
1351	1135911222899908609
1352	1135911587393314816
1353	1135915339529613315
1354	1135915475710369793
1355	1135917498614788097
1356	1135917560287846401
1357	1135919746266742785
1358	1135920237449175043
1359	1135920257237831680
1360	1135920430869409794
1361	1135920990926430208
